fidelity,coefficients
0.00025900354092345257,"ComplexF64[0.9346509370675637 - 0.7297569288366111im, 0.007903862147500123 - 0.9732218160219096im, 0.38082834920305003 - 0.5700197221385079im, 1.7136932899399346 - 0.1384530486448142im, 0.28481824335653105 + 0.4950619502441299im, 0.24645874071790716 - 0.5433221137658877im, -0.15137472782857633 - 0.7717006793356532im, -0.7983684984532528 - 1.3974946779204596im, 0.1908431633117279 - 1.0776267629622815im, -1.2615490319802638 - 0.019933061289699395im, -1.3343352660024743 - 0.8818107947693472im, 0.059608922977158335 + 0.09356735378745613im, -0.5094788156078618 - 1.5971045015094096im, 0.005952065101282873 + 2.416650210200164im, -3.2084604484682804 + 0.5265676429444266im, 1.3630688148519794 + 0.9095082294039224im, -0.7675317420498085 + 1.0181232002706837im, -0.961785229736302 - 0.4928138107898398im, 1.0552613219084337 - 0.12027860067743941im, -1.297028738580544 + 1.1192872552282151im, 0.660396671030962 - 0.8339559180481896im, 1.6123642729007523 - 2.3275110754274237im, 1.1012879786331422 + 1.0875959103852253im, 2.8764167804099188 - 1.0963924405838446im, 0.2108501660618106 - 1.5450768635814502im, 0.5684497278849849 - 0.9157663073596641im, 0.11325225457637321 + 0.704443970496034im, 0.4985249941226446 + 0.07549622510684892im, 0.33172069319877767 + 1.274691019572692im, 0.7088553665842305 - 0.1699237024371772im, -0.6755744508040276 - 0.5807611688653883im, 0.19317850537572925 + 0.6772571516094099im, -0.4353194387419544 - 0.7249817661911547im, -1.74399834898716 - 0.14593306204903372im, -0.17930569674901048 - 0.4095819734159524im, 0.4219866929574305 + 0.5766574161078196im, -1.365622472445546 + 0.5900452591486297im, 0.7965116821097066 - 0.5059411384034442im, 0.6008181971835101 - 1.0284305213595453im, -0.8098529991606034 + 0.37837005249571504im, -0.6262999222060887 + 0.8554814246445185im, -0.5180157595824955 + 0.382848396385644im, -0.5360363706598164 - 0.39564553197637015im, 1.0662137517887287 - 0.5165613773978768im, -0.3219930114057204 + 0.5834185489433065im, -0.8405017316559966 + 0.03676259093144396im, -0.4468436964653029 - 0.8537912572835048im, 0.25476181451429186 + 0.37294416400318836im]"
0.0005005040214506318,"ComplexF64[1.5410559979334 + 0.20044120408472557im, -1.1041592671941702 + 1.8837236805151645im, -0.04771362895779891 + 0.7050175503185391im, 0.00146791021981351 - 0.2050561283998183im, -0.5047233987117464 - 0.760442353829008im, 0.24046990150623893 + 0.47045720921244993im, 0.17217568584617332 - 1.9656264290365943im, 0.7751447251433122 + 0.8827851826034296im, -0.4106426043948402 - 1.8201184547888927im, -1.1667079626839716 - 1.4058159037870401im, -2.8860179036626934 + 0.578831818258199im, 0.9827363450671448 + 0.3178444104242328im, 1.3780965874610254 - 0.8167981791942828im, -0.40031923115997997 + 0.9176124819791409im, 0.22502575734415786 + 0.7199953510684517im, 1.0994531272599302 - 1.8369651850464814im, -0.06900022929476123 - 0.9794315077410561im, 0.014839217268966604 + 3.7708823640776004im, -0.5082878435613548 + 0.7991707796216592im, 0.8624820220105932 - 0.8192323264104296im, 0.026987679167885036 - 1.735681390529003im, -1.0111742474426146 - 1.8324956303920934im, -1.2080497256895004 + 1.6491087778025308im, -0.16507406596777577 + 0.8233828163279283im, -1.4544899394634505 - 0.5473521782395118im, -0.2725993227977429 + 0.41499511050019977im, -0.6526915628541238 + 0.6767421957967733im, 0.5015818565312494 - 0.7963280242211473im, 0.3482078038595794 + 0.16230596414330983im, -0.6111271595612878 - 0.7249784581448789im, -0.12924679117977572 - 1.2991379047078708im, -0.17893149953799992 + 0.7344060525985188im, -0.7387951168547491 + 0.7402296773090521im, -0.31705587947166614 - 0.16856089651752038im, -0.8823062515034096 - 0.5990548973188805im, 0.05766257910157153 - 0.7403540162405572im, -0.739588925009315 + 0.5631369386738803im, -0.027828262386662878 + 1.0426389174384538im, -0.16589260742842596 - 0.22833977107124473im, 0.43385526650803985 - 0.9803338505207375im, -0.5446537268935695 - 0.9976506573410006im, 0.4786922672279325 - 0.4051004005144969im, -0.01383181581881226 + 0.14396888717734893im, 0.12878201405794082 + 1.0646837206380604im, 0.6259089928397658 + 0.6454205615346668im, 1.0615424292975293 + 0.05482552747229494im, -0.5639094446133615 - 0.2059472770288785im, -0.6892241154653788 + 0.281103573677484im]"
0.000435179242247119,"ComplexF64[-0.04754966780118609 - 0.25132773095165956im, 0.774318503389487 - 0.2937675755624334im, -0.8926438323845369 - 0.5504362538180675im, -0.2859199122845103 + 1.362318415431136im, 0.1040178093353242 + 1.1799470516976804im, -0.7560734841610343 + 0.6537306262833787im, 2.272443205103611 - 0.15040769191888056im, 0.4902436572107663 + 0.5667968846278235im, -1.0329643831689295 + 0.9073805188515758im, 0.6011901151320064 + 0.6992596457158845im, 0.30292372554946556 + 1.031771987137661im, 1.2655551956869142 + 0.9727533925164902im, 2.058082715703043 + 0.5380072380266152im, 0.536411739627838 - 0.21917878630474508im, 1.0420478556334218 - 0.6463420630392246im, -1.5596645562405098 + 1.7077838343317855im, 1.6887097410745733 - 1.34045210999195im, -2.5738151674447804 + 1.822911224289815im, 0.45882052884364505 + 0.9753651871479121im, 1.1610301923853696 + 0.5253364482075923im, -0.7345814304662182 - 0.31408467000232043im, -0.012271581443359865 - 0.748127967218443im, -2.487996130897085 - 0.9999027339249762im, 0.8384809367683262 + 1.2469067229491697im, 0.15841313804179477 - 0.3946592545721212im, -1.2904748512971869 + 1.0826428171174782im, -0.5179913828025972 + 1.2405284552273346im, -0.14451334936690016 - 0.5924349117952934im, 1.0266986418058117 - 0.05742359740616239im, 1.1726070688022112 - 1.0548275376326672im, -0.8276406554908026 - 1.1540788258216765im, 0.5456502756690793 - 0.958324166768141im, -0.9583452770114066 - 0.568051493477518im, -0.383546361027713 + 0.006787462960685022im, 0.11377072385447383 - 0.5355042550111836im, -0.84263145777836 - 0.49346319140269135im, -0.2851065790956906 + 0.9788945084723866im, -0.9456730058576126 + 0.09105165938628455im, -0.7617189955371484 + 0.15267272343556385im, 0.4176460199669129 - 0.2051016918789992im, -0.40451085678710696 + 0.2538087833891237im, 0.1778552473391435 - 0.10948834932035871im, -1.000330858256353 - 0.4606857017420862im, 0.08158876686363711 + 1.0151912709262425im, 0.3250727868394933 + 0.489653980143352im, -0.8998315820781025 + 0.7029318797162873im, -0.24161693766430586 - 0.9639111681620331im, -0.037339954247279324 - 0.7904615948858111im]"
0.0002855444198592849,"ComplexF64[-0.38408915015076456 + 0.8424725785068727im, -0.007674595563942254 + 0.4900424529373427im, -2.0384565706124884 + 0.13760771213205103im, 0.3899405522309129 + 0.4488984782575085im, -1.1716569426809158 + 0.2706247363231383im, 0.07576409035998391 + 0.15800164639308384im, -0.679253237896751 - 3.0680964696029727im, 1.8938257276345023 + 1.0005046059257205im, 0.39602360566128597 - 1.497946431237872im, 0.02485782449004033 + 0.4424202355472462im, 0.6569085916290156 + 0.48539829726869105im, 1.7130325228036967 - 0.25398198589972265im, 0.02972048123670635 + 1.8528170029811153im, 0.2014607674287931 + 1.6046818028970544im, 0.0041652566919430116 - 0.3771444418844125im, 1.7835380534410425 + 1.2406202838797242im, 1.197729631711658 + 1.455992719137452im, 2.322284028962938 + 1.0152211768895094im, -2.0896235543296533 - 0.8905261716079318im, -0.8282187875832894 + 1.1531189607111039im, 0.3913402896023509 - 0.6874586735377222im, -1.588029249155564 + 1.511551225224304im, 1.3576948382230203 - 2.1694712787384267im, 1.3227609977583965 - 1.0979527118198726im, -1.2189154131442452 - 0.6421969074105529im, 0.7509586837318076 - 0.5587807853892796im, -1.2554044819934778 + 0.14529369159616567im, 0.34759288060693444 + 0.021570878004043156im, 0.13015350995902608 + 0.44502441368775547im, 0.7652938102952125 + 0.05947024077848254im, 1.2590402833357892 + 0.3547055350001341im, 0.7446432330529829 - 0.4844451918792137im, -0.3397099848118611 - 0.24838823177753272im, -0.39191678403181524 + 1.019302699377898im, 0.35900639901942455 + 0.1448064177221407im, 0.7105251533421663 - 0.9608827985436659im, -0.2923598955241408 - 1.4567189795073625im, 0.5789745933863485 + 0.08243336878009999im, -0.19528715091727994 - 0.5436573518871869im, -0.42162761377252506 - 0.025108218177931897im, 0.8721276793081598 - 0.7404005345134751im, 0.6532916200189566 - 1.0785485633016108im, -0.5249810042411465 + 0.6179187650297905im, -0.7538009254319653 + 0.1660306375039423im, 0.7367229367287857 + 0.17559693667885742im, -0.7993724686842685 - 0.24113923220578984im, -0.7691723128129159 - 0.6931305909671994im, -0.9045782614363159 - 0.26614361796728575im]"
0.00019904519498947781,"ComplexF64[1.3007078450077703 + 0.5720699162411819im, 2.0534621418797103 + 1.5364158574671702im, -1.5506142272678278 + 0.3447809957458043im, -0.02346445266425667 - 0.3614546729445803im, 1.4776835295312014 + 0.3052474455976474im, -2.2149514731828623 - 0.3609051410412009im, 2.071084903159139 - 0.9244928941981524im, -1.0754318720043752 - 0.29184111106729876im, 0.40748601669381534 + 0.939731568498595im, -1.2890252243530098 - 0.34330310877642706im, -0.5290243055470357 - 1.0297953833644475im, -1.3274457003803528 - 0.48004232386952217im, 2.72354552476685 - 0.21613002925866032im, 0.08471114850477958 - 0.8543050297686243im, 0.5676571232216807 - 0.6559249811542469im, 0.11262863050139531 - 0.0007021540374865503im, 0.3349445197243364 - 0.4144186995421557im, 1.1249361135792457 - 0.48551851824370273im, -0.6921260481896875 + 1.7067681366426652im, -0.45303295774189845 - 0.8346833785980424im, -1.2650329389188382 + 0.3077092374597196im, -1.9346508178740034 + 1.8048876196619343im, -2.795063867790945 - 0.575305633675795im, 0.7115227548690535 - 1.1992581275068013im, 0.9349321620741431 - 1.3539678952326997im, 0.017104833251441205 + 0.07333366289029865im, -0.47624264980478553 + 0.2538556947345245im, -1.5931358710479335 + 0.4581730167460911im, -0.8250788864267623 - 0.0551327772746157im, 0.16282686611558322 - 0.8259636790434652im, -0.35232626977781467 + 0.5459814818827743im, -0.28120306016349267 + 0.6430180685556378im, 0.040924958085313934 + 0.862202258259031im, 0.7113754863874799 - 1.066291682318606im, -0.39746688580233724 + 0.02713715695101071im, 0.3752556400631921 - 0.5739042581920821im, 0.41943324859055664 - 1.6721912602520768im, -0.6372122589864437 - 0.7840393745340369im, 0.509525450561467 - 0.6441801368802099im, -0.533231558044199 + 0.694637471165466im, 0.2566113500148572 + 1.0721464156376281im, 1.2558055923738398 + 0.9616046600733297im, -0.19986465994639796 - 0.22593300555185708im, -1.6977011193283118 - 0.5552997291542976im, 0.4192579426669113 - 0.7774570232306831im, -0.16647261307374445 - 0.655850357919776im, -0.36064735267504544 - 0.2605757735355085im, -0.6056642369303101 + 0.04241661567023382im]"
0.00021016243715932248,"ComplexF64[-1.1351970099061834 + 0.1870407809336514im, 0.03387738387497169 - 0.35841567631483323im, -0.8601170042547203 + 0.1392485721251254im, 1.6512057818879227 - 2.091252878351949im, -0.4765040247563442 + 0.9922834422450418im, 0.717401410078129 - 0.004286336057634465im, -0.4867762934198822 + 0.41631113046547147im, -1.1703702780303764 + 0.2839766503533135im, -0.7727401886115776 - 0.3923336080787603im, -0.6249763363491769 - 0.2761393642555603im, 0.6619217190534525 - 2.483874093011863im, 0.7180956053657211 - 0.9146822326704767im, 2.7250313878040524 - 1.655038464558913im, 0.24453746750762528 - 0.9777804311072534im, -0.5883826830930724 - 0.029488134396143305im, 0.5970438933573242 + 1.6302478279546784im, -0.9753823434678215 + 0.9126002345688528im, 0.20974522830492268 + 1.1444083657089978im, -0.5098055939710565 + 0.6211366125203124im, 1.6949397101772132 - 2.2656367731731937im, 1.2631866531462608 + 2.249796373235568im, -2.9406552095776735 + 0.06780282152589527im, -0.49053095036839883 + 0.48470421263267427im, -2.4502696125947656 - 2.5405060912496906im, 2.266975992644108 - 2.943081680674638im, 0.898910120194204 + 0.00697669261002163im, 0.16446942662723513 + 0.0880578374270878im, -3.451520841288024 - 1.8143676801749407im, -0.6696239786961267 - 0.07586903260508526im, 2.2849970892455556 + 0.9611448256701579im, 0.031003059126562413 + 1.3146828326523001im, -1.8139002567613272 + 1.430266313035966im, 0.6969002389857044 - 0.36370691323737714im, 0.053428195057750524 + 0.3824280631453439im, -1.4138313923106494 - 3.0742006871193412im, -0.2909588764149564 - 1.8519943287146832im, -0.24818552315320974 + 1.9112738729285939im, -0.18908149655537207 + 0.13590236876669629im, -0.5322597852455038 + 0.11501308809579341im, -0.911400708796999 + 0.652750244405523im, 1.8833267629736965 + 1.0441666893735535im, 1.5244467891193056 - 1.4660997546715773im, -1.3935625816187438 - 0.43032713322701555im, -1.5524362846978175 + 0.7078926074551939im, 1.2891695972840798 - 0.03082873849166969im, -0.20445521447906026 - 0.2760166733381437im, -0.6546993707353854 + 0.2710960746396235im, 0.06420934045557158 + 1.4685078072806461im]"
0.9908078240169998,"ComplexF64[-3.143544204045525 - 1.829395327569674im, -7.2008174569762335 + 7.014159016623769im, 1.4939507177460274 - 2.956286249775834im, 5.7619653581106585 - 7.122369105141796im, -5.83294972150925 + 3.084966147188872im, 4.570216763056834 + 1.0967415439268249im, 7.426427882694948 - 0.23362518625451933im, -4.054611218628786 + 3.428873692631109im, -5.90743222659354 + 3.909933346148964im, -0.46967125582376895 - 1.6284042490803587im, 2.542492886044717 - 4.973567573903194im, 0.8491735276852754 + 0.9752019390444224im, -3.260800890068305 + 3.785952403660723im, -2.978797094461504 - 0.4149746983107184im, 0.5554082260340065 - 2.4921442589701694im, 1.4154657244442197 - 0.7322810367341648im, -0.5427917995938477 - 0.7669599527347579im, -2.336983446424045 + 2.4437190431240907im, -2.991896569472863 + 0.46856938758397804im, 0.4341453903833139 + 0.37888170894705986im, -0.7284523674776266 - 2.402372865816503im, 0.8256333340660718 + 2.1307591753446413im, -3.7863534146541085 + 3.3152847932850236im, -1.41071182929069 + 0.3490556011561152im, 10.066477321294347 + 17.010771231266663im, 8.202944155200553 + 2.263528353517534im, -1.892038464425735 - 7.5547926937287375im, -3.7974935731477473 - 0.8731007288883962im, -5.277976926509592 + 2.224314182226566im, 2.456842177406135 - 3.3976579341190334im, 2.2777436825581674 + 3.0410253909851823im, -5.156331746748493 + 0.7342679985958216im, 3.6662781953055283 - 1.4025725621029328im, 3.7710542050534324 + 2.7717730283156623im, -4.891500753630611 - 0.41747473276774427im, -0.44105887541583 - 0.31590426425368223im, 2.92232563563657 - 0.5132802668701553im, 2.5650065830724413 - 1.2017031984309061im, -0.3949910936249405 + 3.8783365151362883im, -0.7606611748468906 - 2.232318887200001im, -0.6321785487047888 - 1.8231593109985373im, 0.4357815846882447 + 0.43139835649570085im, 2.921310244440132 + 2.3652701578540096im, 3.2134589312402997 - 1.4838355795129246im, -1.8871388380845802 - 0.8371597592417361im, 1.5669184613020541 + 0.8291133962158324im, 0.03586624459130766 + 2.6474958965102298im, 3.1549823817834817 - 0.6331914919717466im]"
0.0002393566483918086,"ComplexF64[0.7681250275637955 - 0.15259805572946142im, 2.48298430937051 + 0.25794192886730866im, 0.27610873765249516 + 1.5181126672336376im, 0.12167750555490012 + 0.18843726488772666im, -0.6052357751001572 + 0.7315256026441611im, -1.1753013723020995 + 0.6056646423600927im, -0.558684196922518 - 0.7838100659429624im, -0.4112056509053014 - 0.3188542354488616im, -1.3482742238080052 - 0.4509373256571577im, -1.6317242630823312 + 1.5808763239834502im, -0.863030075056146 - 1.177878341846446im, 0.02511764216091993 + 1.1039010665317641im, -0.9953975039181673 - 1.1353096106692573im, -1.091467148404241 + 1.6217898434373161im, -1.258193454101599 + 2.229348824241892im, -1.0499617674511876 - 0.9045544396520799im, -1.159966279759731 + 2.116748359237585im, -1.8567845731604558 + 1.0861011722360747im, 0.6910010081069721 + 1.489510706373493im, 0.585778767812258 + 2.395606547029403im, 0.11476886675777889 - 1.1831526321350196im, -0.12303620997245485 + 0.3570689427326485im, -1.772969353537336 - 0.2782653639318184im, -1.2316696236467275 - 2.6344253940419398im, -0.5464803320757307 - 0.6220878590423471im, 1.1561880945126641 - 0.2901376290315254im, -1.2834461384809757 + 1.1821171467438663im, -0.11853391959207356 - 0.8649293180087251im, -0.25383331784889895 + 0.6324190865085376im, 0.6406708672361936 - 0.6039026188397555im, 0.07144966701946615 - 0.6525686648203256im, -0.16746444283750067 - 0.5509507207643514im, 0.1633956122847699 + 0.07458630639126256im, 0.8054183655431436 - 0.21663587830006437im, -0.6239631971601609 - 0.17858900052514237im, 0.9417521886049957 + 0.1869225689198147im, -0.21190755560950883 - 1.2980922363008571im, -1.0777300253315454 + 0.2639918868130311im, 0.86666597290572 + 0.038762083562558655im, 0.4707754727306443 + 0.711007936276187im, -0.27714959951968776 + 0.17857741473568806im, 0.6445446557790435 + 0.20127530268243873im, -1.1231102936928181 + 1.09105560917491im, -0.47032983610400203 + 0.617638447905256im, -0.049082304344551735 + 0.22266815814591037im, 0.18739301794886518 - 0.2574931653334347im, -1.026059399415531 + 0.7196212252231523im, -0.5351368916797219 + 0.05732168323133195im]"
0.001417271499929873,"ComplexF64[-0.46974571553161326 - 0.35814617057907094im, -0.7233953759061326 - 1.0032760753025942im, -1.555109496536032 - 0.3421012167500469im, 1.8321214508639412 + 0.08907178177051306im, -0.8958037396330938 + 0.3751463722301281im, 1.0147299179198492 + 0.6927896694238663im, 0.3446718197960995 - 0.9560836950657252im, 1.5106180358436772 + 1.4674152553008475im, 1.9854127344939896 + 1.0286604221717337im, -1.2151931715171944 - 0.5854492202676157im, -0.2634985612800036 - 0.25128433201771094im, -0.8091491939931634 + 0.45912407227569435im, 2.147956984231612 - 0.6166439207966521im, 0.5319340511987032 + 1.0561741464743983im, 1.990675434775969 - 0.4316325090254503im, 1.7078401989526215 - 0.28062816811256563im, -0.11218358007425716 + 0.10023200173511379im, 0.5823061408339729 - 0.034874033537549066im, 0.721770859793592 - 0.9330251676660954im, -0.6204144554817044 + 0.22892922380622377im, -1.8147553715325293 + 0.2713768576207434im, -0.39153817183593814 + 1.1150744685375338im, -1.1316244854419275 - 0.8206686271188436im, 0.19838682858513418 - 1.5182155420867471im, -0.9688519801100021 - 1.0188560162891374im, 0.06700129726619435 + 0.8396048303447703im, 0.2506389572448617 + 0.8719577096510179im, 0.9392003907575139 - 0.5302902458126362im, 0.47427761968066817 + 0.5088505503890609im, 0.7537069648237799 + 0.9038526435401437im, -0.13796367245365979 - 0.855038505773143im, -1.0039495583812434 + 0.39506047750646045im, 0.33533453601582847 - 1.4357678243324608im, 0.362832064329277 - 1.080088738762379im, -0.28745155842651976 + 0.6868657803781261im, -0.5525497130997705 + 0.19311899043642516im, -0.2861630381633908 + 0.28016854548471126im, -0.019829861740773804 - 0.12067961095362134im, -1.013640284349677 + 0.217970958808225im, 0.9022211659168885 - 0.42180847582277725im, -0.23005251509449623 + 0.5633323794957277im, -0.8231107396589521 + 0.558348807576724im, 0.40440778947004963 - 0.09951662724891287im, -0.6966568061907411 - 0.06392354302323938im, -0.3438517539842041 + 0.12227678076308664im, -0.6908906683323824 + 0.6021706839513571im, -0.38351689000124073 - 0.39263690007217916im, 0.2778441938594727 + 1.0671115641815934im]"
0.0006791940231025695,"ComplexF64[1.4464197983357818 + 0.3821337493131689im, 0.4083484449669828 - 1.677382013043547im, -0.8844733025264038 - 2.2745037891330364im, 1.7880383013954557 + 2.0736493999042254im, -0.6984650325339465 + 1.6780562124648952im, 0.7448558668972317 - 1.5796607850592652im, -0.11258023690061279 - 0.4867484320922019im, 1.4547262842911683 + 2.216353015760814im, 1.0333831748919091 - 0.3234029540363461im, -0.2888539420894199 - 0.06531200286011098im, 0.3337705377878577 - 0.15604704928123947im, -0.8146304778400902 + 0.9723271470868888im, 0.8033284191400104 + 0.33623302264325267im, 1.878768942283345 + 0.7110798376439167im, -1.4352238424630228 - 1.7002018966106154im, 0.6099261386623472 - 0.7749435405052094im, -1.1645134435950224 + 0.3107471714638578im, 0.9249679691692954 + 2.441243189713447im, 0.10167082936598384 - 3.9245608396890814im, 0.0019907324949457305 + 0.024602816758382273im, 1.9701574258666954 + 0.8390970385357489im, -0.6615220519071247 - 1.6601162607911422im, 1.02374985820717 - 1.1614597227185102im, -1.683308085034608 - 0.04710808290522293im, -0.7954993698959104 + 1.3410999637508882im, 0.18544160770852372 + 1.0397808654640168im, 0.2478212473785876 - 0.515271371860652im, 0.5936945798166315 - 0.4142781657451973im, -0.7289666821215536 - 0.9125383143453817im, -0.665553168516454 + 0.9989381692304419im, 0.620190657884337 - 1.0915790685188713im, 0.6796693647879816 - 0.10962645273958574im, 1.2082269433490198 + 0.8259878539589002im, 1.0595394548159278 + 0.24096800529714088im, -0.3654101889965474 + 0.18456119007128127im, -0.16282842158526992 + 0.39880930284244565im, -1.7241787728996179 - 0.4694974950512806im, 0.05310213422902174 + 0.6115925287804833im, 0.5625460264529295 + 0.8437261111506095im, -0.015637431804600595 + 1.1229942446557237im, -0.04613650071303222 + 1.1153095685460492im, 0.5805603286929055 + 0.6753184061715075im, 0.16210905202301332 + 0.8028082562749027im, 0.5077527173721954 - 0.7927264809607534im, -0.23577827067036544 - 0.2496027710717223im, 0.43065121514772287 + 0.5628542260843338im, -1.0186615254028688 - 0.39817589017312216im, 0.26427942035814406 + 0.23217367412017384im]"
