fidelity, N_blocks
0.361603142778526, 1
0.2524933897478776, 1
0.2524933897478778, 1
0.36160314277852623, 1
0.2524933897478778, 1
0.23696037292321048, 1
0.25249338974787794, 1
0.361603142778526, 1
0.2524933897478778, 1
0.2524933897478774, 1
0.25249338974787716, 1
0.22104658959554846, 1
0.5102827705833041, 1
0.28051419628037955, 1
0.4859950496001816, 1
0.47672561894371857, 1
0.5473720487086959, 1
0.25249338974787794, 1
0.36160314277852623, 1
0.4792306075655016, 1
0.22104658959554757, 2
0.114512927647893, 2
0.4421371103316596, 2
0.1308275157474178, 2
0.48976320142938, 2
0.13082751574741802, 2
0.13082751574741802, 2
0.2439540539131193, 2
0.5555555555555555, 2
0.13082751574741724, 2
0.11451292764789289, 2
0.2209553412748606, 2
0.4792306075655023, 2
0.2210465895955479, 2
0.11451292764789267, 2
0.11451292764789267, 2
0.114512927647893, 2
0.13082751574741736, 2
0.3160824281594067, 2
0.13082751574741724, 2
0.0142295866766734, 3
0.014229586676673622, 3
0.007072048611317605, 3
0.014229586676674066, 3
0.3029950685253532, 3
0.006463288864878125, 3
0.11604629738970884, 3
0.33601929563992394, 3
0.004665692912346309, 3
0.09804628319582454, 3
0.006463288864879901, 3
0.09199204988275589, 3
0.28260010719592954, 3
0.006463288864878347, 3
0.18258438753849393, 3
0.1403794982338924, 3
0.10342016275617838, 3
0.19951034727024797, 3
0.04627124069282196, 3
0.022112390316030406, 3
0.9487221340316604, 4
0.0012004967657932575, 4
0.08224793547758924, 4
0.0017361354428288012, 4
0.0016653405162074808, 4
0.002413693732964517, 4
0.027927137559799142, 4
0.021380731931395114, 4
0.0403834187003963, 4
0.0009700045208624886, 4
0.015262746715027808, 4
0.022416551796549444, 4
0.10664550864230737, 4
0.011864004882294221, 4
5.18238244781033e-5, 4
0.16398077819946044, 4
0.0016607563446098261, 4
0.029221490140041162, 4
0.001736135443723974, 4
0.0036894032362994045, 4
6.665243724501835e-6, 5
0.0009391442600051869, 5
6.839465404473444e-6, 5
0.015474513234729925, 5
0.0004475066664957339, 5
3.408540600691179e-5, 5
0.003152066711472057, 5
0.0006557738628990561, 5
0.005039618390566436, 5
0.00019700629689767268, 5
0.0006238742531285979, 5
1.037687642724272e-5, 5
0.0032413249554351653, 5
0.012885029161492811, 5
0.008022589970905769, 5
0.003394453979751688, 5
0.0015043688669749145, 5
0.0004722948551899586, 5
0.0002563187952911994, 5
0.002724017070986129, 5



